Filename_1,Filename_2,Similarity_score
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Bant53530_1532420000_BHGJGT_4791_6421_9109.wav,https://vaani.iisc.ac.in/Audios/Sahebganj/IISc_VaaniProject_M_JH_Sahebganj_Tanv75333_0506000000_JKSBOTHER_328582_11909_14597.wav,0.6888745
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Aadi67703_1602480000_RJNGGT_10844_2762_5450.wav,https://vaani.iisc.ac.in/Audios/Nagpur/IISc_VaaniProject_M_MH_Nagpur_65086668_1138470000_MRNMO_53007_5952_8640.wav,0.58375883
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Ramu94767_0204390000_BHGGFIM_2612_18784_21472.wav,https://vaani.iisc.ac.in/Audios/Muzaffar/IISc_VaaniProject_M_BR_Muzaffar_Tink17912_0754500000_UPVNREI_136144_16170_18858.wav,0.6071907
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Amin26351_0354260000_RJNGOTHER_319055_21376_24064.wav,https://vaani.iisc.ac.in/Audios/Raigarh/IISc_VaaniProject_M_CG_Raigarh_bhum15560_0847170000_WBN24PLK_35378_3778_6466.wav,0.515876
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Paya59014_1633360000_RJNGUN_127530_6336_9024.wav,https://vaani.iisc.ac.in/Audios/Deoria/IISc_VaaniProject_M_UP_Deoria_74020104_0646540000_UPDESU_10640_10453_13141.wav,0.46860173
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Chan06711_1350560000_APATSP_82830_21888_24576.wav,https://vaani.iisc.ac.in/Audios/Jhargram/IISc_VaaniProject_M_WB_Jhargram_Suja06519_1548290000_WBJRHT_175392_13930_16618.wav,0.71526146
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Raje21338_0556370000_BHJMAT_294991_14933_17621.wav,https://vaani.iisc.ac.in/Audios/Gorakhpur/IISc_VaaniProject_M_UP_Gorakhpur_Shiv96362_2214200000_UPGPGA_3569_16446_19134.wav,0.61646426
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Push70318_0148300000_UPVNHIS_234427_6364_9052.wav,https://vaani.iisc.ac.in/Audios/Supaul/IISc_VaaniProject_M_BR_Supaul_Priy24122_1527460000_TGKPG_15583_13706_16394.wav,0.5067638
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Laks58012_1059270000_APVEV_115982_3994_6682.wav,https://vaani.iisc.ac.in/Audios/Sindhudu/IISc_VaaniProject_M_MH_Sindhudu_Dipt79897_1046580000_MRSDAT_254924_18709_21397.wav,0.6002437
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Pari90794_1611480000_KTBAMP_27552_21269_23957.wav,https://vaani.iisc.ac.in/Audios/Budaun/IISc_VaaniProject_M_UP_Budaun_Kazi21534_0947270000_DDIAUR_238820_14293_16981.wav,0.47591636
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Moha69002_1555190000_CGBMFA_346526_18218_20906.wav,https://vaani.iisc.ac.in/Audios/Araria/IISc_VaaniProject_M_BR_Araria_Suja82921_1220540000_BHAREV_282557_13081_15769.wav,0.63930935
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_RONA99938_0725010000_RJNGOTHER_103207_4550_7238.wav,https://vaani.iisc.ac.in/Audios/Sitamarhi/IISc_VaaniProject_M_BR_Sitamarhi_Shiv70774_0638510000_BHSMOTHER_333832_3967_6655.wav,0.6128573
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Bajr445589_0831070000_RJNGAMP_287702_704_3392.wav,https://vaani.iisc.ac.in/Audios/Deoria/IISc_VaaniProject_M_UP_Deoria_Rach99993_1116530000_BHVSCO_228394_14008_16696.wav,0.55714494
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Rish73730_0443550000_KTDHSC_2515_14890_17578.wav,https://vaani.iisc.ac.in/Audios/Supaul/IISc_VaaniProject_M_BR_Supaul_Priy24122_1521110000_BHJHBC_310305_19072_21760.wav,0.6029729
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Ajay84546_0402290000_KTDKACO_299443_1194_3882.wav,https://vaani.iisc.ac.in/Audios/Ghazipur/IISc_VaaniProject_M_UP_Ghazipur_23967658_0602440000_BHFO_134911_9706_12394.wav,0.5739805
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Ajay84546_0420390000_RJNGTE_63134_9834_12522.wav,https://vaani.iisc.ac.in/Audios/Jhargram/IISc_VaaniProject_M_WB_Jhargram_Anup54825_1522510000_TGKMEC_80455_3988_6676.wav,0.526613
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_sure38524_1756160000_RJNGOTHER_371256_15721_18409.wav,https://vaani.iisc.ac.in/Audios/Kabirdha/IISc_VaaniProject_M_CG_Kabirdha_Papp76061_0421310000_BHECHEV_120999_4501_7189.wav,0.65420616
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Arju18568_0348140000_RJNGTA_371847_21504_24192.wav,https://vaani.iisc.ac.in/Audios/Sindhudurga/IISc_VaaniProject_M_MH_Sindhudurga_Laxm27004_0538080000_MRSDGOB_266874_10603_13291.wav,0.6137525
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Anar09255_1600440000_CGKDFM_26945_21248_23936.wav,https://vaani.iisc.ac.in/Audios/Sahebganj/IISc_VaaniProject_M_JH_Sahebganj_Vish24021_1415570000_TGKTR_217866_10772_13460.wav,0.54592085
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Mani77879_0908340000_BHJMBC_162100_2176_4864.wav,https://vaani.iisc.ac.in/Audios/Jamtara/IISc_VaaniProject_M_JH_Jamtara_70527201_1106510000_CGBMEX_346491_650_3338.wav,0.62623876
https://vaani.iisc.ac.in/Audios/Nagaur/IISc_VaaniProject_M_RJ_Nagaur_Bhag29925_1058020000_APATKUM_156504_15296_17984.wav,https://vaani.iisc.ac.in/Audios/Churu/IISc_VaaniProject_M_RJ_Churu_Sanj04821_0559300000_RJCHOTHER_329246_16608_19296.wav,0.54433113
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Reem80997_1545180000_BHGGBO_149763_291_2979.wav,https://vaani.iisc.ac.in/Audios/Sarguja/IISc_VaaniProject_M_CG_Sarguja_Vive24578_0207310000_CGSGSL_93837_5952_8640.wav,0.6029778
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Ansh06430_1024180000_CGBMEX_346486_17440_20128.wav,https://vaani.iisc.ac.in/Audios/Jamtara/IISc_VaaniProject_M_JH_Jamtara_05216157_1257220000_BHJHAC_235346_16341_19029.wav,0.53324795
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Reem80997_1541490000_BHVSBR_219326_358_3046.wav,https://vaani.iisc.ac.in/Audios/Anantpur/IISc_VaaniProject_M_AP_Anantpur_Chen12494_0942400000_CGBTBIS_84216_3114_5802.wav,0.50369114
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Poor66750_0555240000_JKJEV_370378_9336_12025.wav,https://vaani.iisc.ac.in/Audios/Raichur/IISc_VaaniProject_M_KA_Raichur_Yasm52671_1241310000_KTCMICC_300370_16117_18805.wav,0.65266013
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Sita64849_2000370000_BHVSSC_25490_16818_19506.wav,https://vaani.iisc.ac.in/Audios/Kolkata/IISc_VaaniProject_M_WB_Kolkata_Tris94708_1517310000_CGBTFI_301849_298_2986.wav,0.6066942
