Unnamed: 0,NEPALESE,KHORTHA,KORTHA,KUDUKH,MARWARI,BAJJIKA,BADAYUNI,KHANDESHI,DORLI,NAGPURI,HARAUTI,BEARYBASHE,RAJBANGSHI,GONDI,KURUMALI,BANTAR,JAIPURI,MALVANI,KONKANI,RAJASTHANI,UNKNOWN,CHATTISGARHI,KHARI BOLI
Urdu,0.0,0.0438766709788702,0.0,0.01935483870967742,0.10587783099757554,0.008455331690583176,0.0,0.003356831151393085,0.0010050251256281408,0.002012072434607646,0.024193548387096774,0.009309542280837859,0.0,0.0019723865877712033,0.03325942350332594,0.0,0.08253588516746412,0.0049911920140927775,0.0055011624480172895,0.09950100395618378,0.02717391304347826,0.03523558544231905,0.12207077953132472
Falam Chin,0.0,0.00021561017680034498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.823504371459445e-05,0.0,0.0,5.679494752146849e-05,0.0
Eastern Tamang,0.0,0.0003234152652005175,0.0,0.0,0.0,4.831618108904672e-05,0.0,0.0003356831151393085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003929401748583778,7.952128188306396e-05,0.0,9.087191603434959e-05,0.0
Bhili,0.0,0.004096593359206554,0.0,0.0,0.006061143634320856,0.0004348456298014205,0.0,0.0003356831151393085,0.0,0.004024144869215292,0.0,0.0,0.0,0.0,0.013303769401330377,0.0,0.0,0.002935995302407516,0.0006549002914306297,0.0012922208305997892,0.0,0.003646235630878277,0.00011956001912960307
Kupia,0.0,0.0011858559724018973,0.0,0.0,0.000650464194902726,0.0,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.007889546351084813,0.0,0.0,0.0,0.0002935995302407516,6.549002914306297e-05,0.0005168883322399157,0.0,0.00012494888454723068,0.0
Suruí,0.0,0.0008624407072013799,0.0,0.0,0.0004730648690201644,0.0001932647243561869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039447731755424065,0.0,0.0,0.0,0.0,9.823504371459445e-05,0.0004771276912983837,0.0,0.0006247444227361534,0.0
Sirmauri,0.0,0.005282449331608452,0.0,0.0,0.0007982969664715274,0.0006281103541576074,0.0,0.0,0.0,0.0030181086519114686,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0002935995302407516,0.00022921510200072038,0.0008946144211844695,0.0,0.0007042573492662093,0.0
Kullu Pahari,0.0,0.014661492022423459,0.0,0.0,0.010230027792561054,0.000869691259602841,0.0,0.000671366230278617,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000733998825601879,0.0006221552768590983,0.005785173256992903,0.0,0.01213140079058567,0.0007173601147776184
Khasi,0.0,0.0003234152652005175,0.0,0.0,0.0,0.0005797941730685607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,3.274501457153149e-05,0.0,0.0,0.00012494888454723068,0.00023912003825920613
Burmese,0.0,0.00301854247520483,0.0,0.0,0.00029566554313760273,0.001207904527226168,0.0,0.0016784155756965425,0.0,0.0,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0002935995302407516,0.0009168604080028815,0.001769348521898173,0.0,0.0007724112862919714,0.0007173601147776184
Pushto,0.0,0.008516601983613627,0.0,0.012903225806451613,0.008189935544911596,0.0016427501570275885,0.0,0.03927492447129909,0.005025125628140704,0.001006036217303823,0.0,0.0015515903801396431,0.0,0.009861932938856016,0.0,0.0,0.004784688995215311,0.010716382853787433,0.013621926061757097,0.027931850261426215,0.0,0.006292880185378709,0.0020325203252032522
Norwegian Nynorsk,0.0,0.0008624407072013799,0.0,0.0,0.0005617645319614452,0.0002415809054452336,0.0,0.0003356831151393085,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0039447731755424065,0.0022172949002217295,0.0,0.0,0.0005871990604815032,0.0007203903205736927,0.003041689032027196,0.0,0.00018174383206869918,0.00047824007651841227
Manipuri,0.0,0.003234152652005175,0.0,0.0,0.0001182662172550411,0.011837464366816448,0.0,0.0003356831151393085,0.0,0.002012072434607646,0.0,0.0,0.0,0.0039447731755424065,0.0,0.0,0.0,0.0,0.00016372507285765742,0.0004572473708276177,0.0,0.0019878231632513973,0.0003586800573888092
Santali,0.0,0.006360500215610177,0.0,0.0,0.00026609898882384245,0.0019809634246509156,0.0,0.0003356831151393085,0.0,0.005030181086519115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002935995302407516,0.00036019516028684635,0.0001988032047076599,0.0,0.0010223090553864327,0.00023912003825920613
Langi,0.0,0.00010780508840017249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988032047076599e-05,0.0,0.0,0.0
Churahi,0.0,0.0009702457956015524,0.0,0.0,0.002276624682159541,4.831618108904672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0,0.004572473708276178,0.0,0.0002726157481030488,0.00011956001912960307
Haryanvi,0.0,0.0018326865028029324,0.0,0.0,0.005469812548045651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.549002914306297e-05,0.0028826464682610684,0.0,0.00042028261165886685,0.0003586800573888092
Marwari (Pakistan),0.0,0.0068995256576110395,0.0,0.0,0.013423215658447165,0.00265738995989757,0.0,0.0,0.0,0.005030181086519115,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0,0.00594421582075903,0.0,0.006701803807533282,0.006097560975609756
Sundanese,0.0,0.0023717119448037945,0.0,0.0,5.913310862752055e-05,0.00033821326762332706,0.0,0.002685464921114468,0.0,0.001006036217303823,0.0,0.0,0.0,0.0039447731755424065,0.0,0.0,0.0,0.0016147974163241339,0.0004256851894299093,0.0008349734597721715,0.0,0.0006247444227361534,0.00011956001912960307
Tamil,0.0,0.0014014661492022424,0.0,0.0,0.006090710188634617,4.831618108904672e-05,0.0,0.0010070493454179255,0.0,0.0,0.0,0.13033359193173003,0.0,0.015779092702169626,0.0,0.0,0.0,0.0013211978860833823,0.0004256851894299093,0.015447009005785174,0.0,0.0003294106956245172,0.0009564801530368245
Adi,0.0,0.00043122035360068997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0,0.0,0.0,1.1358989504293699e-05,0.0
Murrinh-Patha,0.0,0.0021561017680034496,0.0,0.0,0.0005026314233339247,9.663236217809344e-05,0.0,0.000671366230278617,0.0,0.0,0.0,0.0015515903801396431,0.0,0.07495069033530571,0.0,0.0,0.0,0.0035231943628890195,0.0006549002914306297,0.001669946919544343,0.0,0.00031805170612022357,0.00047824007651841227
Sadri,0.0,0.008516601983613627,0.0,0.0,0.0001182662172550411,0.003188867951877084,0.0,0.0,0.0,0.04124748490945674,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0001467997651203758,0.0,0.00013916224329536193,0.0,0.01191557999000409,0.0003586800573888092
Kannada,0.0,0.0068995256576110395,0.0,0.07096774193548387,0.023061912364733015,0.0019326472435618688,0.0,0.02450486740516952,0.0010050251256281408,0.0030181086519114686,0.0,0.16369278510473234,0.0,0.14003944773175542,0.0022172949002217295,0.0,0.013157894736842105,0.01849677040516735,0.01368741609090016,0.0283493369913123,0.0,0.0038279794629469763,0.0034672405547584886
Kamba (Kenya),0.0,0.00010780508840017249,0.0,0.0,2.9566554313760275e-05,0.0,0.0,0.0003356831151393085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002935995302407516,0.0,0.00013916224329536193,0.0,3.40769685128811e-05,0.0
Malayalam,0.0,0.003234152652005175,0.0,0.0064516129032258064,0.0067411743835373425,0.0004831618108904672,0.0,0.007385028533064787,0.0020100502512562816,0.0,0.0,0.2195500387897595,0.0,0.005917159763313609,0.0,0.0,0.0011961722488038277,0.003963593658250147,0.004879007171158191,0.009502793185026143,0.0,0.0005452314962060976,0.001793400286944046
Korwa,0.0,0.000646830530401035,0.0,0.0,0.00017739932588256165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988032047076599e-05,0.0,6.81539370257622e-05,0.0
Fiji Hindi,0.0,0.0029107373868046574,0.0,0.0064516129032258064,0.0015965939329430547,0.005991206455041793,0.0,0.0,0.0,0.012072434607645875,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.0002935995302407516,0.00036019516028684635,0.001550664996719747,0.0,0.015777636421463948,0.002271640363462458
Korean,0.0,0.0007546356188012075,0.0,0.0,5.913310862752055e-05,4.831618108904672e-05,0.0,0.001342732460557234,0.008040201005025126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.0016147974163241339,0.0018009758014342317,0.0007355718574183416,0.0,0.00011358989504293698,0.00011956001912960307
Central Kurdish,0.0,0.00010780508840017249,0.0,0.0,2.9566554313760275e-05,4.831618108904672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.274501457153149e-05,5.964096141229796e-05,0.0,0.00011358989504293698,0.0
Odia,0.0,0.012613195342820181,0.0,0.0,0.0005026314233339247,0.007005846257911775,0.0,0.0003356831151393085,0.0,0.022132796780684104,0.0,0.0,0.038461538461538464,0.0,0.0066518847006651885,0.0,0.0,0.0035231943628890195,0.0012770555682897278,0.0007355718574183416,0.002717391304347826,0.0013290017720023627,0.00047824007651841227
Maori,0.0,0.0017248814144027599,0.0,0.0,0.0005913310862752055,0.0018360148813837754,0.0,0.001342732460557234,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.000733998825601879,0.00029470513114378336,0.0021868352517842586,0.0,0.0005793084647189786,0.00047824007651841227
Vietnamese,0.0,0.00021561017680034498,0.0,0.0,0.0,0.00014494854326714017,0.0,0.0,0.0010050251256281408,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0001964700874291889,0.00025844416611995783,0.0,0.00011358989504293698,0.00011956001912960307
Breton,0.0,0.0009702457956015524,0.0,0.0,5.913310862752055e-05,0.0004348456298014205,0.0,0.0003356831151393085,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032745014571531483,0.0004970080117691497,0.002717391304347826,0.00017038484256440547,0.0
Gaddi,0.0,0.0019404915912031048,0.0,0.0,0.010259594346874816,4.831618108904672e-05,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961722488038277,0.0005871990604815032,3.274501457153149e-05,0.011451064591161209,0.0,0.0004884365486846291,0.0007173601147776184
Dhatki,0.0,0.0031263475636050023,0.0,0.0,0.004080184495298918,0.00033821326762332706,0.0,0.0,0.0,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001769348521898173,0.0,0.000749693307283384,0.0003586800573888092
Ruching Palaung,0.0,0.00010780508840017249,0.0,0.0,2.9566554313760275e-05,9.663236217809344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.976064094153198e-05,0.0,2.2717979008587397e-05,0.0
Mongolian,0.0,0.00043122035360068997,0.0,0.0,0.0003547986517651233,0.0,0.0,0.001342732460557234,0.012060301507537688,0.0,0.0,0.0007757951900698216,0.0,0.0,0.0,0.0,0.0,0.00044039929536112744,0.00022921510200072038,0.0014313830738951511,0.0,0.00019310282157299286,0.0003586800573888092
Mwani,0.0,0.00010780508840017249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.274501457153149e-05,0.0,0.0,0.0,0.0
Malvi,0.0,0.0008624407072013799,0.0,0.0,0.0030749216486310686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005367686527106817,0.0,0.0003862056431459857,0.0
Mundari,0.0,0.004635618801207417,0.0,0.0,0.00029566554313760273,0.0006281103541576074,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0,0.0003180851275322558,0.0,0.0006701803807533282,0.0
Bundeli,0.0,0.002479517033203967,0.0,0.0,0.0014783277156880138,0.0018360148813837754,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0,0.0,0.00021868352517842587,0.0,0.003123722113680767,0.002510760401721664
Wik-Mungkan,0.0,0.0023717119448037945,0.0,0.0,0.00038436520607888357,0.00033821326762332706,0.0,0.0003356831151393085,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.0017615971814445098,0.00022921510200072038,0.001749468201427407,0.0,0.0007383343177790904,0.00011956001912960307
Lao,0.0,0.0008624407072013799,0.0,0.0,0.00017739932588256165,0.0007730588974247475,0.0,0.002014098690835851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044039929536112744,0.0004256851894299093,0.00043736705035685175,0.0,0.0003294106956245172,0.00011956001912960307
Macedonian,0.0,0.00010780508840017249,0.0,0.0,0.0,0.0,0.0,0.0016784155756965425,0.0020100502512562816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961722488038277,0.0001467997651203758,0.0001964700874291889,0.0003976064094153198,0.0,2.2717979008587397e-05,0.0
Dhimal,0.0,0.00043122035360068997,0.0,0.0,5.913310862752055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002935995302407516,0.00029470513114378336,1.988032047076599e-05,0.0,6.81539370257622e-05,0.0
Kurukh,0.0,0.010672703751617076,0.0,0.12903225806451613,0.0014191946070604932,0.008503647871672224,0.0,0.0,0.0,0.10663983903420524,0.0,0.0,0.0,0.0,0.008869179600886918,0.0,0.0,0.0010275983558426305,0.00032745014571531483,0.0013121011510705554,0.0,0.018072152301331273,0.0010760401721664275
Mru,0.0,0.00021561017680034498,0.0,0.0,0.0,0.0001932647243561869,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.823504371459445e-05,0.0,0.0,5.679494752146849e-05,0.0
Khmer,0.0,0.000646830530401035,0.0,0.0,0.0,0.00033821326762332706,0.0,0.000671366230278617,0.0,0.0,0.0,0.0007757951900698216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021868352517842587,0.0,0.00012494888454723068,0.00023912003825920613
Malay (individual language),0.0,0.0007546356188012075,0.0,0.0,0.0001182662172550411,0.00014494854326714017,0.0,0.003356831151393085,0.0,0.0,0.0,0.0031031807602792862,0.0,0.0,0.0,0.0,0.0,0.0026423957721667646,0.004256851894299093,0.0012922208305997892,0.0,0.0004884365486846291,0.00011956001912960307
Sanskrit,0.0,0.0038809831824062097,0.0,0.0,0.0007391638578440069,0.0013045368894042614,0.0,0.0016784155756965425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.0042571931884908985,0.0017354857722911687,0.0015904256376612792,0.0,0.004077877232041438,0.001673840267814443
Javanese,0.0,0.00646830530401035,0.0,0.0,0.00038436520607888357,0.0010146398028699811,0.0,0.010406176569318564,0.008040201005025126,0.0,0.0,0.0023273855702094647,0.0,0.005917159763313609,0.0,0.0,0.0,0.004110393423370522,0.001964700874291889,0.003339893839088686,0.0,0.0016470534781225861,0.0005978000956480153
Hinduri,0.0,0.00010780508840017249,0.0,0.0,0.0014191946070604932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001964700874291889,0.00025844416611995783,0.0,0.00024989776909446136,0.00047824007651841227
Kashmiri,0.0,0.0036653730056058647,0.0,0.0,0.009461297380403287,0.0018843310624728222,0.0,0.0023497818059751594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.0035231943628890195,0.0030125413405808965,0.005924335500288265,0.0,0.002135490026807215,0.0014347202295552368
Kumaoni,0.0,0.002048296679603277,0.0,0.0,0.00041393176039264385,0.0008213750785137943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961722488038277,0.0,6.549002914306297e-05,7.952128188306396e-05,0.0,0.002294515879867327,0.00011956001912960307
Catalan,0.0,0.00021561017680034498,0.0,0.0064516129032258064,2.9566554313760275e-05,0.0,0.0,0.0010070493454179255,0.0020100502512562816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005871990604815032,0.0007203903205736927,0.00027832448659072386,0.0,6.81539370257622e-05,0.0
Wagdi,0.0,0.002479517033203967,0.0,0.0,0.0035775530719649932,0.002125911967918056,0.0,0.0,0.0,0.0030181086519114686,0.0,0.0,0.0,0.0,0.004434589800443459,0.0,0.0,0.0,3.274501457153149e-05,0.0008150931393014055,0.0,0.0028738243445863058,0.0003586800573888092
Malagasy,0.0,0.00043122035360068997,0.0,0.0,5.913310862752055e-05,4.831618108904672e-05,0.0,0.00436388049681101,0.0020100502512562816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010275983558426305,0.0003929401748583778,0.0005765292936522137,0.0,0.00023853877959016765,0.0003586800573888092
Somali,0.0,0.00301854247520483,0.0,0.0,0.0005913310862752055,0.003478765038411364,0.0,0.0023497818059751594,0.003015075376884422,0.0,0.0,0.0031031807602792862,0.0,0.009861932938856016,0.0,0.0,0.0,0.0013211978860833823,0.00045843020400144075,0.0029422874296733664,0.0,0.0012835658139851878,0.00047824007651841227
Wolof,0.0,0.0021561017680034496,0.0,0.0,0.00014783277156880137,0.0004348456298014205,0.0,0.002014098690835851,0.004020100502512563,0.0,0.0,0.003878975950349108,0.0,0.04339250493096647,0.0,0.0,0.0,0.002201996476805637,0.001211565539146665,0.002087433649430429,0.0,0.0004884365486846291,0.0008369201339072215
Nyishi,0.0,0.00043122035360068997,0.0,0.0,0.00020696588019632192,9.663236217809344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001964700874291889,7.952128188306396e-05,0.0,4.5435958017174794e-05,0.0
Mai Brat,0.0,0.0005390254420008624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0,0.0,0.0,3.40769685128811e-05,0.0
Bagheli,0.0,0.003988788270806382,0.0,0.0064516129032258064,0.00029566554313760273,0.026863796685509977,0.0,0.0,0.0,0.039235412474849095,0.0,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0,0.0,5.964096141229796e-05,0.0,0.01607297014857558,0.0003586800573888092
Kangri,0.0,0.0003234152652005175,0.0,0.0,0.003341020637454911,4.831618108904672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002226595892725791,0.0,7.951292653005589e-05,0.0003586800573888092
Northern Gondi,0.0,0.0009702457956015524,0.0,0.0,5.913310862752055e-05,0.0004831618108904672,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0039447731755424065,0.0066518847006651885,0.0,0.0,0.0002935995302407516,6.549002914306297e-05,5.964096141229796e-05,0.0,0.0013176427824980689,0.0
Thai,0.0,0.00021561017680034498,0.0,0.0,8.869966294128082e-05,0.00028989708653428034,0.0,0.0023497818059751594,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0022172949002217295,0.0,0.0,0.0,0.00029470513114378336,0.0001590425637661279,0.0,0.00021582080058158025,0.00011956001912960307
Amharic,0.0,0.0017248814144027599,0.0,0.0,0.00041393176039264385,4.831618108904672e-05,0.0,0.0016784155756965425,0.005025125628140704,0.0,0.0,0.0015515903801396431,0.0,0.0,0.0,0.0,0.0,0.0024955960070463887,0.0018009758014342317,0.0015904256376612792,0.0,0.00040892362215457314,0.0003586800573888092
English,0.0,0.00043122035360068997,0.0,0.0,0.00017739932588256165,9.663236217809344e-05,0.0,0.000671366230278617,0.004020100502512563,0.0,0.0,0.0015515903801396431,0.0,0.0,0.0,0.0,0.0,0.0,9.823504371459445e-05,0.0009144947416552355,0.0,0.00014766686355581807,0.00011956001912960307
Shona,0.0,0.00043122035360068997,0.0,0.0,8.869966294128082e-05,9.663236217809344e-05,0.0,0.003356831151393085,0.0020100502512562816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005871990604815032,0.00013098005828612595,0.0008946144211844695,0.0,0.00019310282157299286,0.00011956001912960307
Sylheti,0.0,0.00010780508840017249,0.0,0.0,0.0,0.00028989708653428034,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.00044039929536112744,0.00032745014571531483,0.0,0.0,0.0001363078740515244,0.0
Turkmen,0.0,0.00129366106080207,0.0,0.0,0.0008278635207852877,9.663236217809344e-05,0.0,0.0010070493454179255,0.0,0.0,0.0,0.0007757951900698216,0.0,0.0,0.0,0.0,0.0011961722488038277,0.0011743981209630064,0.0007858803497167556,0.0027037235840241744,0.0,0.00019310282157299286,0.00011956001912960307
Surgujia,0.0,0.00258732212160414,0.0,0.0,5.913310862752055e-05,0.0073440595255351016,0.0,0.0,0.0,0.035211267605633804,0.0,0.0,0.0,0.0,0.004434589800443459,0.0,0.0,0.0,0.0,9.940160235382995e-05,0.0,0.022229542459902767,0.00011956001912960307
Rana Tharu,0.0,0.0009702457956015524,0.0,0.0064516129032258064,0.00017739932588256165,0.012127361453350726,0.0,0.0,0.0,0.013078470824949699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.976064094153198e-05,0.0,0.0047821345813076465,0.0
Spanish,0.0,0.00010780508840017249,0.0,0.0,2.9566554313760275e-05,4.831618108904672e-05,0.0,0.0010070493454179255,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001467997651203758,0.0001964700874291889,7.952128188306396e-05,0.0,0.0001363078740515244,0.0
