Unnamed: 0,AWADHI,MAITHILI,MARATHI,SURJAPURI,HINDI,ENGLISH,HALBI,SHEKHAWATI,ODIA,DURUWA,AGARIYA,BENGALI,LAMBADI,BUNDELI,BHILI,MAGAHI,GARHWALI,SURGUJIA,BHOJPURI,MEWARI,ANGIKA,TULU,KANNADA,SADRI,MALAYALAM,TELUGU,KUMAONI,BAGRI,BHATRI,TAMIL,ASSAMESE,SANTALI,WAGDI,GUJARATI,URDU,KURUKH
Bhojpuri,0.009013785790031814,0.022096344947139683,3.4593052650626134e-05,0.0010235414534288639,0.0008885251539069652,0.0,0.0026501234716617477,0.0,0.0,0.0,0.0,9.623673136066365e-06,0.0,0.0010706638115631692,0.0,0.017070541123318617,8.341443069651049e-05,0.0006180469715698393,0.03501199040767386,0.0,0.016902274124154886,0.0,0.0,0.007577497129735935,0.0,1.3482618016244628e-05,0.0001937046004842615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16559833421794e-05,0.0003079765937788728
Malayalam,0.001325556733828208,0.0006348121200283224,0.002171379304839302,0.0010917775503241215,0.0011946260717934727,0.010355029585798817,0.000843221104619647,0.0,0.0,0.03307888040712468,0.0,0.0015824068256589123,0.0,0.0014275517487508922,0.0026164311878597592,0.0011808193859739193,0.006311691922702627,0.0006180469715698393,0.0008221993833504625,0.0,0.001229256299938537,0.052944928768870934,0.01220766444573626,0.0006888633754305396,0.7724137931034483,0.010778390059843563,0.0025181598062953997,0.0,0.0,0.02072829131652661,0.0,0.02536997885835095,0.0,0.0,0.001224839750132691,0.002771789344009855
Dhimal,0.0002651113467656416,1.6277233846880062e-05,5.588108505101145e-05,0.001160013647219379,2.721608579534848e-05,0.0,0.0003011503945070168,0.0,0.0,0.0,0.0,7.423976419251196e-05,0.0,0.0,0.0005232862375719519,0.0,0.00016682886139302098,0.0,0.0006252141144227476,0.0,0.0,0.0,1.4905573193817169e-05,0.0002296211251435132,0.0,1.5408706304279575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mambae,0.0005302226935312832,6.510893538752025e-05,1.862702835033715e-05,0.00020470829068577277,2.4974761082790373e-05,0.0,6.023007890140336e-05,0.0,0.0,0.0,0.0,8.248862688056883e-06,0.0,0.0,0.0015698587127158557,2.566998665160694e-05,2.7804810232170165e-05,0.0,0.00011990407673860912,0.0,4.390201071209061e-05,0.0,6.388102797350215e-06,0.0002296211251435132,0.0,9.630441440174734e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08279916710897e-05,0.0
Bagheli,0.02386002120890774,0.006283012264895704,3.72540567006743e-05,0.0006141248720573184,0.001820916234331139,0.0,0.0004216105523098235,0.0,0.0,0.0,0.0,1.5122914928104287e-05,0.005780346820809248,0.004996431120628123,0.0,0.007726665982133689,8.341443069651049e-05,0.0058714462299134735,0.011784857828023295,0.0,0.005838967424708051,0.0,1.277620559470043e-05,0.014466130884041332,0.0,9.630441440174734e-06,9.685230024213075e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004491079083819867,0.0003079765937788728
Rana Tharu,0.005567338282078473,0.006624834175680185,1.3305020250240821e-05,0.000682360968952576,0.0010649494277097536,0.0,0.0004216105523098235,0.0,0.0,0.0,0.0,4.124431344028442e-06,0.0,0.00035688793718772306,0.0,0.00847109559503029,0.00013902405116085083,0.003399258343634116,0.006945871873929428,0.0,0.0075072438317674945,0.0,6.388102797350215e-06,0.0018369690011481056,0.0,0.0,0.0001937046004842615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001633119666843588,0.0003079765937788728
Javanese,0.0023860021208907743,0.0011394063692816044,0.0019159229160346783,0.004640054588877516,0.0008878847754176628,0.0014792899408284023,0.001806902367042101,0.0,0.0,0.022900763358778626,0.058823529411764705,0.001092974306167537,0.0,0.0,0.003663003663003663,0.0019252489988705206,0.0010565827888224663,0.004944375772558714,0.000710859883521754,0.0,0.0014487663534989903,0.001488411652136934,0.00033644008066044466,0.0013777267508610792,0.0,0.0012423269457825408,9.685230024213075e-05,0.0,0.0,0.00028011204481792715,0.0,0.005285412262156448,0.0,0.0,0.0008982158167639734,0.0012319063751154912
Malayic Dayak,0.0002651113467656416,8.138616923440031e-06,7.983012150144492e-06,0.00020470829068577277,9.605677339534758e-06,0.0,0.00012046015780280672,0.0,0.0,0.0,0.0,9.623673136066365e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.564576909900651e-06,0.0,0.0,0.00021263023601956197,4.2587351982334766e-06,0.0,0.0,5.7782648641048405e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003079765937788728
Chakma,0.0005302226935312832,0.00014649510462192054,1.3305020250240821e-05,0.0010917775503241215,1.9211354679069517e-05,0.0,6.023007890140336e-05,0.0,0.0,0.0,0.0,0.0007905160076054514,0.0,0.0,0.0,5.133997330321388e-05,2.7804810232170165e-05,0.0,0.00026550188420692016,0.0,0.0,0.0,2.1293675991167383e-06,0.0002296211251435132,0.0,5.7782648641048405e-06,0.0,0.0,0.0,0.0,0.0,0.0010570824524312897,0.0,0.0,0.0,0.0
Telugu,0.003711558854718982,0.004264635267882576,0.007924470061043434,0.025997952917093142,0.0032620880245060042,0.2470414201183432,0.012588086490393302,0.0,0.027777777777777776,0.030534351145038167,0.0,0.006057414833929772,0.0,0.004282655246252677,0.021454735740450027,0.005570387103398706,0.03255943278187126,0.003708281829419036,0.008187735525865021,0.0,0.005838967424708051,0.4031469274930895,0.05578943109685854,0.011481056257175661,0.019704433497536946,0.899745178519493,0.01162227602905569,0.0,0.019002375296912115,0.09859943977591036,0.0,0.12579281183932348,0.0,0.004405286343612335,0.003511207283713714,0.12657838004311672
Odia,0.005567338282078473,0.0017335254046927265,0.0007477421380635342,0.00197884680996247,0.00024046212273302013,0.0,0.0061434680479431425,0.0,0.1597222222222222,0.0,0.0,0.002510403878065312,0.0,0.0007137758743754461,0.0057561486132914706,0.0003593798131224972,0.0007507298762685945,0.000927070457354759,0.012315861596437137,0.0,0.001229256299938537,0.0,9.369217436113649e-05,0.0020665901262916187,0.0,0.00011171312070602693,0.00029055690072639226,0.0,0.0,0.0,0.0,0.010570824524312896,0.0,0.0,4.08279916710897e-05,0.0012319063751154912
Kannada,0.001325556733828208,0.0023276444401038486,0.00495745054523973,0.008120095530535653,0.0027561890179571735,0.34615384615384615,0.011925555622477865,0.0,0.0,0.005089058524173028,0.17647058823529413,0.0007052777598288636,0.0,0.0021413276231263384,0.009419152276295133,0.003876167984392648,0.017378006395106352,0.0006180469715698393,0.004924631723192874,0.0,0.003512160856967249,0.2666383159685307,0.8614782495746588,0.0039035591274397246,0.1123152709359606,0.01219021277497318,0.0071670702179176754,0.0,0.007125890736342043,0.06582633053221289,0.0,0.05179704016913319,0.0,0.0,0.005838402808965827,0.09362488450877733
Kupia,0.0002651113467656416,6.510893538752025e-05,4.523706885081879e-05,0.0009553053565336063,4.034384482604598e-05,0.0,0.0007227609468168403,0.0,0.0,0.0,0.0,0.0003780728732026072,0.0,0.0,0.0005232862375719519,0.0,0.00016682886139302098,0.0006180469715698393,0.00017985611510791367,0.0,8.780402142418122e-05,0.00042526047203912394,0.00011072711515407039,0.0006888633754305396,0.0,0.00023498277114026352,0.0,0.0,0.0,0.00028011204481792715,0.0,0.007399577167019027,0.0,0.0,4.08279916710897e-05,0.0018478595626732369
Sundanese,0.0007953340402969247,0.00020346542308600075,0.00036189655080655033,0.000682360968952576,0.0002343785270846481,0.0,0.0004216105523098235,0.0,0.0,0.002544529262086514,0.0,0.00010311078360071105,0.0,0.0,0.0010465724751439038,0.0003337098264708902,0.00025024329208953147,0.00030902348578491963,0.00018842069201781432,0.0,0.00021951005356045307,0.00106315118009781,0.0001937724515196232,0.0009184845005740528,0.0,0.0002137957999718791,0.0,0.0,0.0,0.0,0.0,0.0010570824524312897,0.0,0.0,8.16559833421794e-05,0.0018478595626732369
Fulah,0.0007953340402969247,0.0004069308461720015,0.00021288032400385313,0.0005458887751620607,0.0002174084971181367,0.0,0.0004216105523098235,0.0,0.0,0.0,0.0,0.0004014446508187684,0.0,0.0,0.0031397174254317113,0.0005390697196837457,0.00030585291255387184,0.001854140914709518,0.00028263103802672146,0.0,0.00017560804284836245,0.0006378907080586859,3.619924918498455e-05,0.0009184845005740528,0.0,6.16348252171183e-05,9.685230024213075e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001224839750132691,0.0012319063751154912
Mufian,0.0007953340402969247,8.138616923440031e-06,0.0,0.0,9.925866584185918e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.124431344028442e-06,0.0,0.0,0.0,0.0,0.0,0.00030902348578491963,8.564576909900651e-06,0.0,0.0,0.0,0.0,0.0002296211251435132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tippera,0.0007953340402969247,0.00021974265693288083,9.313514175168574e-05,0.000682360968952576,5.9235010260464344e-05,0.0,6.023007890140336e-05,0.0,0.0,0.0,0.0,0.00011685888808080586,0.0,0.0,0.0005232862375719519,5.133997330321388e-05,8.341443069651049e-05,0.0,0.00021411442274751628,0.0,0.0003512160856967249,0.0,0.0,0.0002296211251435132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaluli,0.0002651113467656416,8.138616923440031e-06,2.661004050048164e-06,0.0,8.324920360930124e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3748104480094808e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.4258307639602604e-05,0.0,4.390201071209061e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mru,0.0005302226935312832,6.510893538752025e-05,3.72540567006743e-05,0.00047765267826680314,1.8250786945116042e-05,0.0,6.023007890140336e-05,0.0,0.0,0.0,0.0,4.124431344028442e-06,0.0,0.0,0.0005232862375719519,2.566998665160694e-05,2.7804810232170165e-05,0.00030902348578491963,5.995203836930456e-05,0.0,8.780402142418122e-05,0.0,2.1293675991167383e-06,0.0002296211251435132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahasu Pahari,0.003976670201484623,0.004069308461720015,0.001200112826571722,0.017877857386557488,0.0010966481629302183,0.0,0.00843221104619647,0.0,0.0,0.0,0.0,0.001744634458524031,0.0,0.0007137758743754461,0.009419152276295133,0.0027466885717219425,0.010426803837063812,0.0030902348578491965,0.018636519355943817,0.0,0.005751163403283871,0.0,0.00015118509953728843,0.003214695752009185,0.0,5.007829548890862e-05,0.0012590799031476998,0.0,0.04275534441805225,0.0,0.0,0.0010570824524312897,0.0,0.0,0.0001224839750132691,0.0033877425315676007
Varhadi-Nagpuri,0.0002651113467656416,7.324755231096027e-05,0.004411944714979856,0.0,3.201892446511586e-05,0.0,0.00024092031560561344,0.0,0.0,0.0,0.0,1.3748104480094808e-06,0.0,0.0,0.0005232862375719519,0.0,0.0,0.0,0.0,0.0,8.780402142418122e-05,0.0,4.2587351982334766e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kashmiri,0.0010604453870625664,0.0038902588894043346,0.002064939142837375,0.006277720914363698,0.0010806387006976604,0.0,0.007287839547069807,0.0,0.0,0.0,0.0,0.0005457997478597638,0.0,0.0028551034975017845,0.027210884353741496,0.003953177944347469,0.010816071180314194,0.000927070457354759,0.0026550188420692016,0.0,0.0049609272104662394,0.0008505209440782479,0.00017034940792933908,0.0006888633754305396,0.0,0.00014638270989065597,0.004842615012106538,0.0,0.014251781472684086,0.0,0.0,0.0021141649048625794,0.0,0.0,0.0008165598334217939,0.0
Ramoaaina,0.0002651113467656416,4.883170154064018e-05,5.588108505101145e-05,0.0002729443875810304,2.1452679391627626e-05,0.0,6.023007890140336e-05,0.0,0.0,0.0,0.0,2.337177761616117e-05,0.0,0.0,0.0010465724751439038,2.566998665160694e-05,0.0,0.00030902348578491963,1.7129153819801302e-05,0.0,0.0,0.0,8.517470396466953e-06,0.0,0.0,1.1556529728209681e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08279916710897e-05,0.0003079765937788728
Malvi,0.0029162248144220574,0.0001546337215453606,2.394903645043348e-05,0.0002729443875810304,0.00021997001107534599,0.0,6.023007890140336e-05,0.0,0.0,0.0,0.0,0.00011685888808080586,0.0,0.0010706638115631692,0.0,0.0001283499332580347,0.00033365772278604196,0.0,0.00044535799931483386,0.0,0.00021951005356045307,0.0,8.517470396466953e-06,0.0006888633754305396,0.0,9.630441440174734e-06,0.0,0.0,0.0,0.00028011204481792715,0.0,0.0010570824524312897,0.0,0.0,0.00020413995835544848,0.0
Bhatri,0.0010604453870625664,0.00027671297539696104,0.000178287271353227,0.0012964858410098943,5.1230279144185376e-05,0.0,0.04691923146419322,0.0,0.0,0.0,0.0,0.00015535358062507133,0.0,0.0,0.0,0.00020535989321285552,0.00013902405116085083,0.00030902348578491963,0.0019013360739979445,0.0,0.0013170603213627184,0.0,6.388102797350215e-06,0.0006888633754305396,0.0,3.852176576069894e-06,0.0,0.0,0.10451306413301663,0.0,0.0,0.0,0.0,0.0,0.0,0.0003079765937788728
Kullu Pahari,0.0010604453870625664,0.0024904167785726496,0.0005827598869605479,0.00907540088706926,0.005924461593780388,0.0,0.0025898933927603444,0.0,0.0,0.0,0.0,0.0004578118791871571,0.0,0.0021413276231263384,0.0005232862375719519,0.0036708080911797927,0.003725844571110802,0.04480840543881335,0.0047533401849948614,0.0,0.003204846781982615,0.0,7.665723356820257e-05,0.031228473019517797,0.0,2.8891324320524204e-05,9.685230024213075e-05,0.0,0.0,0.0005602240896358543,0.0,0.0,0.0,0.0,0.001224839750132691,0.004003695719125347
Manipuri,0.005567338282078473,0.0025555257139601695,0.0003326255062560205,0.004640054588877516,0.00033459776066046073,0.0,0.0023489730771547312,0.0,0.0,0.0,0.0,0.0011575903972239827,0.0,0.00035688793718772306,0.006279434850863423,0.0016428791457028442,0.0003892673432503823,0.003399258343634116,0.0029804727646454265,0.0,0.0008780402142418123,0.0,5.323418997791846e-05,0.011481056257175661,0.0,1.5408706304279575e-05,9.685230024213075e-05,0.0,0.0023752969121140144,0.0,0.0,0.0021141649048625794,0.0,0.0,4.08279916710897e-05,0.005235602094240838
Maori,0.0015906680805938495,0.0006592279707986425,0.00046301470470838055,0.00047765267826680314,0.00047868292075348216,0.0,0.0004216105523098235,0.0,0.0,0.002544529262086514,0.0,0.00038769654633867356,0.0,0.00035688793718772306,0.004186289900575615,0.0019509189855221275,0.0006673154455720839,0.003708281829419036,0.0005738266529633436,0.0,0.000790236192817631,0.00042526047203912394,9.369217436113649e-05,0.0004592422502870264,0.0,0.00015408706304279575,0.0,0.0,0.0,0.00028011204481792715,0.0,0.005285412262156448,0.0,0.0,0.0003674519250398073,0.0009239297813366184
Khmer,0.0007953340402969247,0.00013835648769848052,9.579614580173392e-05,0.0001364721937905152,8.452996058790588e-05,0.0,0.00018069023670421009,0.0,0.0,0.0,0.0,4.124431344028442e-05,0.0,0.0,0.0005232862375719519,0.00010267994660642776,8.341443069651049e-05,0.0,2.5693730729701953e-05,0.0,0.00030731407498463427,0.0,1.0646837995583692e-05,0.0002296211251435132,0.0,0.00010208267926585219,0.0,0.0,0.0,0.00028011204481792715,0.0,0.0,0.0,0.0,0.0001224839750132691,0.0
